id,freq_rank,t_word,freq_english,freq_ipa,frequency,freq_example,smart_match_id,dict_id,rom_id,e_dict,e_dict_v,dict_category,rom_category,romanization,phonetic,_sample_sentence,t_def,t_syn,t_ant,e_related,etymology,domain,match_type
80,84,ช่วย,help,tɕʰûaj,31273,หากทุกคนในหมู่บ้านช่วยกัน ก็คงจะสำเร็จในไม่ช้านี้,2006,33489,1203,help,help ; assist ; aid ; co-operate = cooperate ; facilitate ; lend a hand,V,v.,chūay,\chūay,,,ช่วยเหลือ,,aid; assist; co-operate,,RID ; SECURIT ; SOCIO ; TOURIST,matched
90,94,ก่อน,before,kɔ̀ːn,50679,รูปนี้เขาไม่เคยเห็นมาก่อนเลย,9201,38580,,before,before,CONJ,,k̀xn,,เขาได้ทำการสำรวจและวิจัยมาเป็นอย่างดี ก่อนทำการรายงานให้ที่ประชุมทราบ,,ก่อนที่จะ,หลัง,first; former,,,dict_only
82,86,อาจ,may,ʔàːt,54729,พิษในน้ำมันละหุ่งนั้นอาจแยกออกได้,7643,8263,378,can,possible : likely ; maybe ; perhaps ; probably,ADV,adv.,āt,_āt,ญี่ปุ่นไม่อาจเป็นปากเสียงหรือตัวแทนของอาเซียนในที่ประชุมได้,มีคุณสมบัติเหมาะแก่การจัดสิ่งใดสิ่งหนึ่ง,,,be able to,,,matched
83,87,ขนาด,size,kʰà nàːt,18836,การออกแบบวงจรไฟฟ้าขนาดจิ๋ว ช่วยประหยัดต้นทุนได้มาก,638,32255,3108,size,size ; dimension ; dimensions ; magnitude ; proportion ; measurement ; caliber ; type ; standard ; specification ; mode ; norm ; yardstick ; capacity ; format ; extent,N,n.,khanāt,_kha_nāt,การออกแบบวงจรไฟฟ้าขนาดจิ๋ว ช่วยประหยัดต้นทุนได้มาก,ลักษณะของรูปที่กำหนดสังเกตได้ว่าใหญ่ เล็ก สั้น ยาว หนัก หรือ เบา เท่านั้นเท่านี้ เช่น ขนาดใหญ่ ขนาดยาว ขนาด 2 X 1 เมตร,สัดส่วน,,magnitude; dimension; proportion; measure; calibre,,ASTRO ; CLIMA (meteo) ; COLLECTIO (phila) ; ECONO ; ORNITHO ; SCIENTIA (math) ; TEXTILE ; VEST,matched
84,88,อื่น,another,ʔɯ̀ːn,48750,ตำรวจให้ความเห็นว่าสาเหตุของคดีนี้น่าจะเป็นการชิงทรัพย์มากกว่าประเด็นอื่น,7815,8299,1509,another,other ; else ; another ; different,ADJ,adj.,eūn,_eūn,ตำรวจให้ความเห็นว่าสาเหตุของคดีนี้น่าจะเป็นการชิงทรัพย์มากกว่าประเด็นอื่น,"นอกออกไป, ต่างออกไป",,,,,,matched
100,106,ด้าน,side,dâːn,38862,สามเหลี่ยมด้านเท่ามีทุกด้านยาวเท่ากัน,,,,,side,,,d̂ān,,,,,,,,,freq_only
108,115,ผิด,wrong,pʰìt,18018,หากผมทำผิดจริงผมก็จะยอมให้บริษัทตัดเงินเดือน,,,,,wrong,,,p̄hid,,,,,,,,,freq_only
87,91,เด็ก,child,dèk,39122,เขาบอกว่าลูกชายเป็นเด็กดี ไม่รู้เหมือนกันว่ามาเกี่ยวข้องกับคดีนี้ได้อย่างไร,2355,33963,1308,child,"child ; infant ; baby ; kid (inf.) ; youngster ; boy ; girl ; kiddy (inf.) ; kiddie (Am., inf.)",N,n.,dek,_dek,,,ลูก,,baby; infant; young people,,EDUC ; FAMILIA ; MEDIC ; MINENG ; RID ; TOURIST ; (Covid-19),matched
88,92,ชีวิต,life,tɕʰiː wít,37677,ชีวิตของคนกรุงเทพฯ ต้องดิ้นรนต่อสู้กับมลพิษที่เพิ่มปริมาณขึ้นทุกวัน,2134,28465,1118,life,life ; existence ; living,N,n.,chīwit,#NAME?,ชีวิตของคนกรุงเทพฯ ต้องดิ้นรนต่อสู้กับมลพิษที่เพิ่มปริมาณขึ้นทุกวัน,,"ชีพ, ความเป็นอยู่, การดำรงอยู่, การดำรงชีวิต",ความตาย,existence; living,Jīvita (pli),RELIGIO (Buddha) ; SOCIO,matched
89,93,สูง,high,sǔːŋ,26744,นักวิจัยพบว่า บุคคลที่มีความวิตกกังวลสูง จะมีความคิดริเริ่มสร้างสรรค์ต่ำ,6775,38146,9442,high,tall ; high,ADJ,adj.,sūng,/sūng,นักวิจัยพบว่า บุคคลที่มีความวิตกกังวลสูง จะมีความคิดริเริ่มสร้างสรรค์ต่ำ,เหนือระดับปกติ,,ต่ำ,a lot,,,matched
109,116,เสีย,waste,sǐːa,28577,กินเสีย จะได้รีบไป,,,,,waste,,,s̄eīy,,,,,,,,,freq_only
110,117,เอา,take; want,ʔaw,46620,ถึงตอนนี้เราต้องยักย้ายถ่ายเทเพื่อเอาตัวรอดแล้ว,,,,,take; want,,,xeā,,,,,,,,,freq_only
91,95,เปลี่ยน,change,plìːan,14888,ร่างกายจะเปลี่ยนโปรตีนส่วนเกินให้เป็นไขมัน,4171,16451,7604,vary,change ; alter ; vary ; fluctuate ; transform ; convert ; exchange,V,v.,plīen,_plīen,ร่างกายจะเปลี่ยนโปรตีนส่วนเกินให้เป็นไขมัน,เอาสิ่งหนึ่งเข้าแทนอีกสิ่งหนึ่ง,"เปลี่ยนแปลง, แปลง,","คงสภาพ,คงที่",alter; vary; transform; change,,,matched
98,103,ผม,I (mostly male); hair (on head),pʰǒm,88516,ผมกระหายน้ำมาก,,,,,I (mostly male); hair (on head),,,p̄hm,,,,,,,,,freq_only
93,97,ต่อไป,next,tɔ̀ː paj,20147,หากบุคคลได้รับการตองสนองความรักแล้วสิ่งที่เขาต้องการต่อไปก็คือการได้รับการยกย่องมีชื่อเสียง,2534,21629,10535,next,later ; continually ; further ; afterward ; afterwards ; henceforth ; then ; next,ADV,adv.,tø pai,_tø -pai,หากบุคคลได้รับการตองสนองความรักแล้วสิ่งที่เขาต้องการต่อไปก็คือการได้รับการยกย่องมีชื่อเสียง,,"ถัดไป, ถัดจากนั้น",,latter; later,,,matched
94,99,แห่ง,location; place; spot,hɛ̀ŋ,41276,พื้นที่ป่าแห่งนี้มีวัตถุประสงค์มุ่งที่จะจัดทำให้เป็นที่อยู่อาศัยของสัตว์ป่าโดยตรง,7312,3417,1666,place,place ; location ; spot ; stop ; point,N,n.,haeng,_haeng,,,ที่,,,,,matched
95,100,ใหญ่,large,jàj,29959,บ้านใหม่ของเขาใหญ่มาก ใช้งบในการสร้างเกือบสิบล้าน,7361,16100,11024,big,big ; large ; great ; bulky,ADJ,adj.,yai,_yai,เรื่องนี้เป็นเรื่องใหญ่ที่ควรทบทวนและเร่งแก้ปัญหา,ที่เป็นสำคัญ,หลัก,,major; important; main; significant,,ORNITHO ; TOURIST ; ZOOL,matched
96,101,หา,find,hǎː,34684,หนุ่มน้อยหาเศษสตางค์ในกระเป๋าแล้วหยิบยื่นให้ตาแป๊ะ,7196,36331,1655,see,find ; see ; discover,V,v.,hā,/hā,ชาวบ้านทยอยเข้าไปหาเจ้าพ่อ หวังรวยทางลัด,มุ่งมาพบ เช่น มาหาหมอ,พบ,,meet; call on; visit; drop in,,RID,matched
97,102,สำหรับ,for,sǎm ràp,31821,คณะครุศาสตร์มีห้องปฏิบัติการทางจิตวิทยาที่เหมาะมากสำหรับการสอนวิชาจิตวิทยา,6673,37449,8769,for,for ; as for ; to,PREP,prep.,samrap,/sam_rap,สำหรับประเทศไทยแล้ว การพัฒนาทางด้านเทคโนโลยีนั้นยังต้องพัฒนาอีกมาก,,"ส่วน, ฝ่าย",,on the behalf on,,RID,matched
99,104,กลาง,middle; center,klaːŋ,11633,ฉันคิดว่าจะไปศึกษาต่อในช่วงกลางปีหน้า,205,29090,4346,middle,middle ; half ; semi ; mid- ; medium ; intermediate ; medial ; middling ; moderate ; neutral,ADJ,adj.,klāng,#NAME?,ฉันคิดว่าจะไปศึกษาต่อในช่วงกลางปีหน้า,,"กึ่งกลาง, ตอนกลาง",,intermediate,,,matched
